title,release_year,vote_average,vote_count
Jeepers Creepers 2,2003,5.5,304.0
Bollywood/Hollywood,2002,6.1,4.0
Civil Brand,2003,5.3,4.0
Nola,2003,0.0,0.0
Once Upon a Time in the Midlands,2002,5.9,14.0
The Other Side of the Bed,2002,6.3,24.0
Zero Day,2003,7.1,24.0
Dickie Roberts: Former Child Star,2003,5.1,65.0
The Order,2003,4.8,93.0
Home Room,2002,6.8,10.0
Party Monster,2003,5.9,60.0
Taking Sides,2001,6.1,12.0
Cabin Fever,2003,5.5,332.0
Matchstick Men,2003,6.9,515.0
Once Upon a Time in Mexico,2003,6.2,605.0
Dummy,2002,6.1,15.0
Lost in Translation,2003,7.3,1943.0
Luster,2010,4.8,4.0
Millennium Actress,2001,7.8,123.0
So Close,2002,6.4,47.0
Children Of The Night,1991,4.4,8.0
Daisy Miller,1974,5.8,5.0
Enlightenment Guaranteed,2000,6.8,4.0
Gotcha!,1985,6.1,47.0
Hard to Hold,1984,4.8,2.0
Kuffs,1992,5.3,60.0
Once Upon a Time in China,1991,7.4,99.0
Once Upon a Time in China II,1992,7.1,54.0
Once Upon a Time in China III,1993,6.7,47.0
Paper Moon,1973,7.8,154.0
Sgt. Pepper's Lonely Hearts Club Band,1978,4.5,18.0
A Song for Martin,2001,6.5,3.0
Targets,1968,6.6,35.0
The Ugly American,1963,5.8,8.0
The Bostonians,1984,5.5,4.0
Convoy,1978,6.1,78.0
Day of the Dead,1985,6.9,276.0
"Hello, Dolly!",1969,6.6,61.0
I'm Going Home,2001,6.1,9.0
Memoirs of an Invisible Man,1992,5.7,127.0
The Rose,1979,6.8,28.0
See No Evil,1971,6.1,11.0
Super Sucker,2002,3.0,2.0
Indiscretion of an American Wife,1953,5.3,8.0
At War with the Army,1950,5.1,13.0
Bingo,1991,4.5,21.0
God Told Me To,1976,5.1,22.0
"I, Madman",1989,5.4,19.0
Jungle Book,1942,6.6,20.0
Once Bitten,1985,5.3,75.0
Shrimp on the Barbie,1990,6.4,7.0
Squirm,1976,5.2,29.0
The Adventures of Huckleberry Finn,1960,5.9,8.0
The Brood,1979,6.6,138.0
The Prince and the Pauper,1937,6.4,10.0
Anything Else,2003,6.2,151.0
Cold Creek Manor,2003,4.9,114.0
The Fighting Temptations,2003,5.3,38.0
Secondhand Lions,2003,6.9,264.0
Underworld,2003,6.6,2556.0
Bubba Ho-tep,2002,6.7,192.0
Casa de los Babys,2003,5.6,8.0
Demonlover,2002,5.7,13.0
Esmeraldero,2003,0.0,0.0
Close Your Eyes,2002,5.6,13.0
In This World,2002,6.3,14.0
Tibet: Cry of the Snow Lion,2002,8.0,4.0
Yossi & Jagger,2002,6.7,28.0
Duplex,2003,5.9,500.0
The Rundown,2003,6.4,523.0
Under the Tuscan Sun,2003,6.4,178.0
Camera Obscura,2000,3.0,1.0
Kart Racer,2003,3.8,2.0
Luther,2003,6.6,84.0
Mambo Italiano,2003,5.6,28.0
My Life Without Me,2003,7.2,78.0
National Lampoon Presents Dorm Daze,2003,4.6,34.0
To Be and to Have,2002,7.2,31.0
The Triplets of Belleville,2003,7.3,233.0
Videodrome,1983,7.1,464.0
Life and Debt,2003,6.3,5.0
Lagaan: Once Upon a Time in India,2001,7.2,125.0
Judgment at Nuremberg,1961,7.6,161.0
Journey of Hope,1990,7.7,3.0
"Same Time, Next Year",1978,6.5,18.0
A Brief History of Time,1991,7.4,37.0
Jacob the Liar,1974,7.3,7.0
Leningrad Cowboys Go America,1989,6.7,27.0
The Rules of the Game,1939,7.7,109.0
The Song Remains the Same,1976,8.0,23.0
Seven Brides for Seven Brothers,1954,7.1,117.0
Kiss of the Spider Woman,1985,6.8,53.0
All the President's Men,1976,7.6,424.0
Angie,1994,5.0,11.0
The Apartment,1996,6.5,37.0
Avalon,2001,6.8,93.0
Babette's Feast,1987,7.0,81.0
The Barber of Siberia,1998,7.2,32.0
Beethoven,1992,5.6,425.0
Beethoven's 2nd,1993,5.0,175.0
Black Moon Rising,1986,5.9,29.0
Boyz n the Hood,1991,7.4,377.0
Bugsy,1991,6.0,83.0
Bugsy Malone,1976,6.5,71.0
By the Sword,1991,5.2,9.0
Cobra,1986,5.6,402.0
Common Wealth,2000,6.9,57.0
Consenting Adults,1992,5.6,27.0
Phenomena,1985,6.7,146.0
Crimewave,1985,5.3,26.0
Crying Freeman,1995,6.3,69.0
Time and Tide,2000,5.9,26.0
The Meaning of Life,1983,7.2,506.0
Where Eagles Dare,1968,7.4,233.0
Tightrope,1984,6.1,85.0
Sleeping with the Enemy,1991,6.1,228.0
PCU,1994,6.0,42.0
The Rookie,1990,5.6,134.0
The Ghost & Mr. Chicken,1966,6.6,29.0
City Heat,1984,5.1,49.0
Into the Night,1985,6.4,59.0
Three O'Clock High,1987,6.6,64.0
White Hunter Black Heart,1990,6.5,58.0
Come and See,1985,8.1,174.0
A Rage in Harlem,1991,5.8,17.0
Ginger Snaps,2000,6.6,211.0
More American Graffiti,1979,4.8,23.0
The Ballad of Little Jo,1993,5.9,5.0
Under Suspicion,1991,6.1,15.0
Ruby,1992,3.0,4.0
The Reluctant Astronaut,1967,6.0,18.0
The Shakiest Gun in the West,1968,6.2,20.0
It's Pat,1994,3.4,16.0
Sunday in the Country,1974,7.8,2.0
The Gun in Betty Lou's Handbag,1992,4.1,7.0
Sudden Fear,1952,7.1,20.0
Nobody's Baby,2001,4.7,7.0
Regarding Henry,1991,6.6,152.0
The Debut,2000,5.3,4.0
Wilder Napalm,1993,6.5,10.0
Contamination,1980,5.4,20.0
The Amazing Transparent Man,1960,4.1,12.0
Love Affair,1939,6.1,16.0
Once in the Life,2000,5.5,2.0
Try Seventeen,2002,6.1,30.0
The Hospital,1971,6.7,24.0
Article 99,1992,5.5,12.0
Images,1972,6.7,15.0
Eureka,1983,5.8,14.0
Oleanna,1994,5.8,8.0
Chattahoochee,1989,6.1,10.0
Tough Guys Don't Dance,1987,4.8,6.0
There Goes My Baby,1994,8.5,2.0
Kingdom of the Spiders,1977,5.6,31.0
Scrooge,1970,6.5,38.0
Leap of Faith,1992,5.1,49.0
Gas Food Lodging,1992,5.8,12.0
In Cold Blood,1967,7.4,83.0
Campus Man,1987,5.2,3.0
The Bedford Incident,1965,7.0,24.0
Murderous Maids,2000,7.2,9.0
Yankee Doodle Dandy,1942,7.4,57.0
Ninja Scroll,1993,7.4,126.0
Knife in the Water,1962,7.1,73.0
The Devil and Daniel Webster,1941,7.7,20.0
Mobsters,1991,5.7,34.0
Charlotte Sometimes,2002,5.8,3.0
Out of Time,2003,6.1,305.0
School of Rock,2003,6.8,1454.0
Concert for George,2002,8.0,11.0
The Event,2003,6.7,3.0
9 Dead Gay Guys,2003,5.1,11.0
The Station Agent,2003,7.4,213.0
Wonderland,2003,6.2,73.0
Bus 174,2002,7.7,30.0
Mystic River,2003,7.6,1473.0
Good Boy!,2003,4.6,31.0
House of the Dead,2003,2.8,106.0
Intolerable Cruelty,2003,5.8,400.0
Kill Bill: Vol. 1,2003,7.7,5091.0
Dopamine,2003,5.0,5.0
The Flower of Evil,2003,5.7,10.0
Girls Will Be Girls,2003,5.0,9.0
Porn Theater,2002,6.5,9.0
Runaway Jury,2003,6.9,354.0
The Texas Chainsaw Massacre,2003,6.1,670.0
Pieces of April,2003,6.4,64.0
Returner,2002,6.7,43.0
Sylvia,2003,5.6,34.0
Veronica Guerin,2003,6.8,61.0
In the Cut,2003,4.7,93.0
Beyond Borders,2003,6.7,113.0
Radio,2003,6.8,146.0
Scary Movie 3,2003,5.8,948.0
Brother Bear,2003,6.9,1410.0
Elephant,2003,7.0,410.0
Gypsy 83,2001,7.4,8.0
The Singing Detective,2003,5.9,41.0
The Italian Job,1969,7.1,202.0
Impulse,1984,4.3,7.0
Normal,2003,7.2,12.0
Shoah,1985,8.7,36.0
Unconditional Love,2002,6.6,19.0
Sweet Sixteen,2002,6.5,48.0
Alien from L.A.,1988,2.9,10.0
Black Sunday,1977,6.8,39.0
Men of Respect,1990,3.8,5.0
Interstate 60,2002,7.1,136.0
Lipstick,1976,5.6,4.0
Storyville,1992,5.7,6.0
That was Then... This is Now,1985,5.9,9.0
Holy Matrimony,1994,4.6,7.0
The Black Scorpion,1957,5.1,9.0
The Eye,2002,6.4,108.0
Captain Kronos: Vampire Hunter,1974,6.0,28.0
The Jolson Story,1946,6.4,4.0
You'll Never Get Rich,1941,6.5,10.0
Frankenstein and the Monster from Hell,1973,6.3,23.0
Preaching to the Perverted,1997,6.5,8.0
Chicago Joe and the Showgirl,1990,4.5,3.0
The Magic Sword,1962,4.2,9.0
Promised Land,1987,5.3,6.0
Aparajito,1956,7.9,44.0
The Hired Hand,1971,6.8,15.0
Le Cercle Rouge,1970,7.6,116.0
Man of Marble,1977,5.8,16.0
Sherlock Holmes and the Voice of Terror,1942,7.3,18.0
Sherlock Holmes Faces Death,1943,7.2,16.0
Sherlock Holmes in Washington,1943,7.4,14.0
The Solid Gold Cadillac,1956,6.8,3.0
The Human Stain,2003,6.1,124.0
"Die, Mommie, Die!",2003,6.6,17.0
Dirt,2001,6.0,1.0
Girlhood,2003,7.4,5.0
Mail Order Bride,2003,2.8,3.0
Shattered Glass,2003,6.6,114.0
Suspended Animation,2001,0.0,0.0
The Matrix Revolutions,2003,6.4,3155.0
The Revolution Will Not Be Televised,2003,7.6,15.0
Elf,2003,6.4,1007.0
Standard Time,2002,0.0,0.0
Billabong Odyssey,2003,0.0,0.0
Gloomy Sunday,1999,7.8,12.0
In My Skin,2002,6.3,36.0
Just an American Boy,2003,0.0,0.0
Love Actually,2003,7.0,1917.0
Love Forbidden,2002,6.0,3.0
Father of the Bride,1991,6.2,355.0
My Architect,2003,7.0,8.0
Looney Tunes: Back in Action,2003,5.6,302.0
Master and Commander: The Far Side of the World,2003,6.9,808.0
Tupac: Resurrection,2003,8.0,26.0
The Big Empty,2003,6.1,22.0
The Missing,2003,6.1,162.0
The Cat in the Hat,2003,4.9,380.0
Gothika,2003,5.8,643.0
21 Grams,2003,7.2,943.0
The Barbarian Invasions,2003,6.7,80.0
Blue Gate Crossing,2002,7.2,19.0
Bad Santa,2003,6.4,666.0
The Haunted Mansion,2003,5.1,481.0
Timeline,2003,5.4,324.0
Marquis,1989,5.7,8.0
Damage,1992,6.7,76.0
OT: Our Town,2002,5.0,1.0
Devil's Playground,2002,6.7,14.0
Dance with a Stranger,1985,5.5,13.0
Journeys with George,2002,8.0,1.0
Darkman,1990,6.2,304.0
Dead of Night,1945,6.8,46.0
Death Machine,1994,5.8,26.0
The Last Battle,1983,6.4,34.0
Desk Set,1957,6.9,28.0
Europa,1991,7.3,71.0
The Watermelon Woman,1996,8.0,2.0
Final Analysis,1992,5.4,61.0
The Freshman,1990,6.4,69.0
Funny Games,1997,7.3,385.0
Tales from the Crypt,1972,7.2,52.0
New Jack City,1991,6.3,134.0
Slacker,1990,6.4,79.0
WarGames,1983,7.0,517.0
Mr. Hobbs Takes a Vacation,1962,6.0,22.0
Ordet,1955,7.8,66.0
Forbidden Games,1952,7.8,68.0
Jane Eyre,1943,6.6,29.0
A Tale of Two Cities,1935,6.5,16.0
The Passion of Joan of Arc,1928,8.2,159.0
Ben-Hur: A Tale of the Christ,1925,7.3,20.0
The Cabinet of Dr. Caligari,1920,7.7,279.0
Broken Blossoms,1919,6.9,41.0
Gorky Park,1983,6.4,62.0
The First Great Train Robbery,1979,6.6,74.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,6.0,111.0
Guarding Tess,1994,5.9,86.0
Hannah and Her Sisters,1986,7.6,224.0
The Hard Way,1991,6.1,116.0
Hercules in New York,1969,3.7,63.0
Highlander II: The Quickening,1991,4.5,213.0
Hoffa,1992,6.1,84.0
House of Cards,1993,6.7,17.0
Housesitter,1992,5.6,111.0
Hudson Hawk,1991,5.4,275.0
Invasion of the Body Snatchers,1978,7.1,231.0
Mindwalk,1990,6.5,13.0
Kafka,1991,6.6,28.0
Kindergarten Cop,1990,5.8,643.0
King Ralph,1991,5.3,88.0
Knight Moves,1992,5.7,47.0
The Last Boy Scout,1991,6.5,502.0
Last Tango in Paris,1972,7.1,240.0
Lorenzo's Oil,1992,6.6,108.0
The Lover,1992,6.5,100.0
Matador,1986,6.7,43.0
Mr. Destiny,1990,6.1,60.0
The Night of the Hunter,1955,7.9,335.0
Nowhere to Run,1993,5.5,120.0
Only the Lonely,1991,6.2,40.0
Over the Top,1987,5.7,331.0
Passenger 57,1992,5.6,264.0
Presumed Innocent,1990,6.6,155.0
Project X,1987,6.2,77.0
Proof,1991,6.3,24.0
Pure Luck,1991,5.5,32.0
Battle Royale,2000,7.3,992.0
The Wedding Banquet,1993,6.8,42.0
"Salò, or the 120 Days of Sodom",1975,6.4,332.0
A Midnight Clear,1992,6.9,29.0
Summer School,1987,6.3,68.0
Silverado,1985,7.1,147.0
Quick Change,1990,6.3,75.0
Rabid,1977,6.4,90.0
Radio Flyer,1992,6.6,54.0
The Real McCoy,1993,5.8,42.0
Revenge,1990,6.0,89.0
The Secret of My Success,1987,6.2,151.0
Show Me Love,1998,7.1,134.0
Streets of Fire,1984,6.6,105.0
Teen Wolf,1985,6.0,292.0
High Heels,1991,7.2,66.0
Things You Can Tell Just by Looking at Her,1999,6.4,14.0
Thunderheart,1992,6.0,68.0
To Live and Die in L.A.,1985,6.8,129.0
Trapped in Paradise,1994,5.8,58.0
Betty Blue,1986,7.5,88.0
Vivre Sa Vie,1962,7.6,105.0
Wild at Heart,1990,7.0,341.0
The Witches,1990,6.7,224.0
The Witches of Eastwick,1987,6.2,334.0
Year of the Dragon,1985,6.5,70.0
Nothing to Lose,1997,6.3,174.0
Flying Down to Rio,1933,6.6,15.0
Follow the Fleet,1936,7.1,10.0
What's New Pussycat?,1965,6.0,40.0
Mary of Scotland,1936,6.6,8.0
Roberta,1935,6.1,7.0
Little Women,1949,7.6,34.0
Swing Time,1936,7.1,47.0
The Public Enemy,1931,7.3,77.0
A Midsummer Night's Dream,1935,5.2,11.0
Life with Father,1947,6.4,13.0
National Velvet,1944,7.3,23.0
Jesus Christ Superstar,1973,7.1,146.0
Dark Victory,1939,7.0,34.0
Birdman of Alcatraz,1962,7.0,71.0
Aguirre: The Wrath of God,1972,7.5,210.0
Beauty and the Beast,1946,7.8,133.0
The Birth of a Nation,1915,6.4,109.0
The Blue Kite,1994,7.4,11.0
Juliet of the Spirits,1965,7.4,47.0
Last Year at Marienbad,1961,7.6,103.0
The Tragedy of Macbeth,1971,7.0,70.0
Red River,1948,7.3,85.0
A Woman Under the Influence,1974,7.8,87.0
Stagecoach,1939,7.6,216.0
A Shot in the Dark,1964,7.2,115.0
The Navigator,1924,7.3,38.0
The Court Jester,1955,7.7,47.0
Bullitt,1968,7.0,273.0
Way Down East,1920,6.2,22.0
Jezebel,1938,7.2,39.0
The Hunchback of Notre Dame,1939,7.6,34.0
42nd Street,1933,6.1,38.0
I'm No Angel,1933,6.3,6.0
That Touch of Mink,1962,6.2,38.0
Sweet Dreams,1985,6.9,11.0
"Play It Again, Sam",1972,7.4,111.0
Send Me No Flowers,1964,5.9,33.0
Pygmalion,1938,6.9,20.0
A Passage to India,1984,6.8,69.0
Black Orpheus,1959,7.3,45.0
Amarcord,1973,7.8,171.0
Hero,2002,7.3,647.0
Horse Feathers,1932,6.6,40.0
Anna Karenina,1935,6.6,25.0
The Front Page,1974,6.9,69.0
Attraction,2001,6.0,3.0
Looking for Mr. Goodbar,1977,6.8,25.0
Rivers and Tides,2001,7.3,13.0
The Girl from Paris,2001,6.5,15.0
Seven Days to Noon,1950,6.4,7.0
Nausicaä of the Valley of the Wind,1984,7.7,808.0
CrissCross,1992,6.3,8.0
Doc Hollywood,1991,5.9,154.0
Dragnet,1987,5.7,139.0
MadHouse,1990,5.7,18.0
1941,1979,5.6,145.0
A Shot at Glory,2000,5.3,10.0
Black and White in Color,1976,6.0,11.0
Foul Play,1978,6.3,68.0
Crime Story,1993,6.7,39.0
Beyond the Clouds,1995,6.7,25.0
Blind Beast,1969,7.1,20.0
Ryan's Daughter,1970,7.6,24.0
Accident,1967,5.6,15.0
Cabeza de Vaca,1991,6.8,5.0
The Collector,1965,6.9,39.0
Deep Red,1975,7.6,237.0
Diabolique,1955,7.9,198.0
Leprechaun,1993,5.1,120.0
Royal Space Force - The Wings Of Honneamise,1987,6.7,27.0
Crazy People,1990,5.5,23.0
Dark Wolf,2003,3.4,9.0
Adam's Rib,1949,7.2,71.0
King of Hearts,1966,6.8,15.0
Naked Lunch,1991,7.0,207.0
Grass,1999,7.0,10.0
Spring Forward,1999,6.5,6.0
The Killing of a Chinese Bookie,1976,7.1,40.0
Run,1991,5.5,13.0
Things to Come,1936,6.7,46.0
Queen of Hearts,1989,5.9,5.0
Darling,1965,6.5,25.0
A Summer Place,1959,6.5,11.0
A Night at the Opera,1935,7.6,109.0
Metalstorm: The Destruction of Jared-Syn,1983,3.0,13.0
The Element of Crime,1984,6.7,47.0
Shoot the Piano Player,1960,7.2,69.0
Stolen Kisses,1968,7.4,59.0
The Cooler,2003,6.7,90.0
El Bonaerense,2002,7.2,10.0
In America,2003,6.9,97.0
The Legend of Leigh Bowery,2002,7.0,2.0
My Flesh and Blood,2003,6.2,5.0
Honey,2003,6.0,313.0
The Last Samurai,2003,7.3,1946.0
Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,0.0,0.0
What Alice Found,2003,6.1,4.0
Big Fish,2003,7.6,2064.0
Love Don't Cost a Thing,2003,5.4,42.0
Something's Gotta Give,2003,6.3,422.0
Stuck on You,2003,5.1,194.0
Girl with a Pearl Earring,2003,6.4,384.0
The Statement,2003,5.9,23.0
The Lord of the Rings: The Return of the King,2003,8.1,8226.0
Mona Lisa Smile,2003,6.5,406.0
Calendar Girls,2003,6.6,94.0
The Fog of War,2003,7.6,69.0
The Hebrew Hammer,2003,5.9,19.0
House of Sand and Fog,2003,7.0,202.0
Two Men Went To War,2002,4.8,4.0
Monster,2003,7.0,500.0
Cheaper by the Dozen,2003,6.0,725.0
Cold Mountain,2003,6.7,545.0
Paycheck,2003,5.9,594.0
Peter Pan,2003,6.9,671.0
The Company,2003,5.7,21.0
Young Black Stallion,2003,5.4,18.0
Japanese Story,2003,6.6,25.0
Secret Things,2002,6.1,24.0
Chasing Liberty,2004,6.1,154.0
My Baby's Daddy,2004,4.3,15.0
Aileen: Life and Death of a Serial Killer,2003,7.6,32.0
Distant,2002,6.7,37.0
Along Came Polly,2004,5.8,795.0
Teacher's Pet,2004,5.5,2.0
Torque,2004,4.7,121.0
Crimson Gold,2003,6.8,18.0
Osama,2003,6.3,33.0
The Great Gatsby,1974,6.2,144.0
Wuthering Heights,1992,6.8,61.0
Odds Against Tomorrow,1959,6.6,12.0
Ship of Fools,1965,5.4,18.0
Lord Love a Duck,1966,4.9,8.0
There's a Girl in My Soup,1970,5.9,17.0
This Property Is Condemned,1966,6.1,25.0
Real Men,1987,6.9,16.0
Once Upon a Crime,1992,5.3,17.0
Beyond Therapy,1987,3.2,5.0
Buster,1988,5.5,15.0
"Car 54, Where Are You?",1994,3.0,5.0
Jane Eyre,1971,6.5,4.0
Blame It on the Bellboy,1992,5.8,15.0
Only the Strong,1993,6.8,30.0
The Adventures of Ford Fairlane,1990,6.2,72.0
Bonjour Tristesse,1958,7.0,23.0
The Enforcer,1951,7.4,21.0
The Men,1950,6.5,18.0
Ransom,1975,5.9,19.0
The Pick-up Artist,1987,5.4,35.0
Melvin Goes to Dinner,2003,3.8,5.0
The Court-Martial of Billy Mitchell,1955,7.4,7.0
Crime Spree,2003,6.1,23.0
Beyond Re-Animator,2003,5.6,56.0
Final Cut,1998,5.5,7.0
Hells Angels on Wheels,1967,6.2,11.0
The Wind and the Lion,1975,6.7,48.0
Mon oncle,1958,7.3,98.0
Where the Boys Are,1960,6.0,6.0
Dr. Jekyll and Mr. Hyde,1941,6.6,31.0
Monsieur  Hulot's Holiday,1953,7.3,76.0
My Darling Clementine,1946,7.5,82.0
People Will Talk,1951,6.6,20.0
I Was a Male War Bride,1949,6.7,30.0
Divorce American Style,1967,5.4,7.0
Kiss Them for Me,1957,4.9,10.0
To Have and Have Not,1944,7.6,112.0
High Sierra,1941,7.0,66.0
Dark Passage,1947,7.2,81.0
The Ox-Bow Incident,1943,7.9,71.0
They Drive by Night,1940,6.7,25.0
Micki & Maude,1984,6.0,13.0
Platinum Blonde,1931,6.0,7.0
Reefer Madness,1936,4.1,31.0
D.O.A.,1950,7.2,46.0
The Boy with Green Hair,1948,6.1,19.0
Pumping Iron,1977,7.0,136.0
No Good Deed,2002,5.2,56.0
The Trouble with Angels,1966,7.0,17.0
Cool World,1992,4.9,135.0
Money for Nothing,1993,5.1,21.0
The Silencers,1966,6.5,18.0
"Where Angels Go, Trouble Follows",1968,4.9,5.0
Heat and Dust,1983,5.9,7.0
Mesmerized,1985,4.4,4.0
La Strada,1954,7.5,196.0
Ichi the Killer,2001,7.0,228.0
A Boy and His Dog,1975,6.5,90.0
The Last Tycoon,1976,6.2,27.0
Ashes and Diamonds,1958,7.5,46.0
Marooned,1969,6.8,17.0
King David,1985,6.1,7.0
Kanał,1957,7.3,19.0
Cat Chaser,1989,3.6,7.0
Intolerance: Love's Struggle Throughout the Ages,1916,7.4,63.0
The Beast of Yucca Flats,1961,1.6,18.0
Tormented,1960,5.0,9.0
The Violent Years,1956,4.0,3.0
Chitty Chitty Bang Bang,1968,6.8,193.0
The Legend of Suriyothai,2001,5.1,6.0
Plaza Suite,1971,6.8,9.0
The Out of Towners,1970,7.1,24.0
Where the Day Takes You,1992,5.6,13.0
The Three Stooges in Orbit,1962,6.0,3.0
It,1927,6.5,6.0
The Butterfly Effect,2004,7.3,2119.0
Win a Date with Tad Hamilton!,2004,5.5,163.0
Touching the Void,2003,7.6,139.0
The Big Bounce,2004,5.0,77.0
The Perfect Score,2004,5.6,136.0
You Got Served,2004,4.8,75.0
Latter Days,2003,6.8,57.0
Barbershop 2:  Back in Business,2004,5.7,77.0
Catch That Kid,2004,5.0,78.0
Miracle,2004,7.0,162.0
An Amazing Couple,2002,7.0,3.0
The Dreamers,2003,7.2,680.0
The Lost Skeleton of Cadavra,2001,6.5,30.0
Who's the Man?,1993,5.0,9.0
Love at Large,1990,5.1,9.0
Hangin' With The Homeboys,1991,6.0,10.0
Sleep with Me,1994,5.3,11.0
Just Between Friends,1986,2.5,2.0
Super Fly,1972,7.0,31.0
A Piece of the Action,1977,6.5,4.0
Let's Do It Again,1975,7.7,10.0
Uptown Saturday Night,1974,6.4,14.0
Hell's Kitchen,1998,5.4,12.0
The Innocent,1993,6.1,5.0
Daddy and Them,2001,5.6,6.0
The Wilby Conspiracy,1975,6.7,6.0
Blacula,1972,5.7,41.0
Scream Blacula Scream,1973,6.0,17.0
Da Hip Hop Witch,2000,1.0,2.0
Swing Shift,1984,5.0,11.0
Trespass,1992,6.2,46.0
Thirteen,2003,6.6,355.0
Simple Men,1992,7.1,12.0
The Sailor Who Fell from Grace with the Sea,1976,6.4,7.0
Foolish Wives,1922,6.4,10.0
"Silent Night, Bloody Night",1972,5.3,22.0
The Sin of Harold Diddlebock,1947,6.6,5.0
Pontiac Moon,1994,4.8,3.0
Best Defense,1984,3.6,25.0
50 First Dates,2004,6.6,2161.0
Welcome to Mooseport,2004,4.8,54.0
After Life,2002,7.0,2.0
Face,2002,0.0,0.0
Kitchen Stories,2003,7.0,24.0
The Code,2002,5.1,9.0
Monsieur Ibrahim,2003,7.0,39.0
Vanishing Point,1971,7.1,110.0
Diary of a Country Priest,1951,7.7,41.0
The Thief of Bagdad,1924,7.4,37.0
The Diary of Anne Frank,1959,7.3,79.0
Allegro non troppo,1976,6.9,22.0
Black Widow,1987,6.0,45.0
Herod's Law,1999,7.7,23.0
Flesh + Blood,1985,6.3,87.0
King Solomon's Mines,1985,5.0,101.0
The Black Pirate,1926,6.9,14.0
Raw Deal,1986,5.5,159.0
"Goodbye, Mr. Chips",1939,7.2,30.0
"Follow Me, Boys!",1966,4.9,7.0
Fire Birds,1990,4.5,35.0
Robot Stories,2003,3.7,5.0
Against the Ropes,2004,4.5,32.0
Confessions of a Teenage Drama Queen,2004,5.1,228.0
EuroTrip,2004,6.5,673.0
The Passion of the Christ,2004,6.9,888.0
Club Dread,2004,5.1,107.0
Dirty Dancing: Havana Nights,2004,6.0,154.0
Twisted,2004,5.3,127.0
Alila,2003,6.0,3.0
"Good bye, Lenin!",2003,7.4,602.0
Hidalgo,2004,6.5,321.0
Starsky & Hutch,2004,5.6,661.0
The Reckoning,2003,6.4,33.0
Persona,1966,8.0,353.0
The Passion of Anna,1969,7.2,33.0
Walk on the Wild Side,1962,5.3,7.0
Tokyo Joe,1949,6.1,4.0
The Serpent's Egg,1977,5.8,20.0
Fire Down Below,1957,6.5,4.0
Le Corbeau,1943,7.3,32.0
The Front,1976,6.2,33.0
Pickup on South Street,1953,7.2,57.0
The Damned,1969,6.8,30.0
American Gun,2002,5.7,3.0
Richard III,1955,6.8,26.0
Quartet,1981,4.6,6.0
Just One of the Guys,1985,6.4,64.0
The Chase,1966,6.7,39.0
The Kiss,1988,5.6,15.0
Wisconsin Death Trip,1999,5.4,7.0
The Wrong Arm of the Law,1963,6.9,8.0
Agent Cody Banks 2: Destination London,2004,5.2,145.0
The Girl Next Door,2004,6.3,844.0
Secret Window,2004,6.4,1007.0
Spartan,2004,6.3,104.0
Broken Wings,2002,6.8,13.0
Games People Play,2004,0.0,0.0
How to Draw a Bunny,2002,0.0,0.0
Wilbur Wants to Kill Himself,2002,6.8,25.0
Clifford,1994,5.3,17.0
Mad Dog and Glory,1993,5.5,78.0
The Wind in the Willows,1996,4.9,16.0
Night Crossing,1982,5.7,8.0
Peyton Place,1957,6.3,16.0
Searching for Debra Winger,2002,8.3,3.0
Walk Like a Man,1987,4.0,3.0
Dawn of the Dead,2004,6.8,1039.0
Eternal Sunshine of the Spotless Mind,2004,7.9,3758.0
Taking Lives,2004,6.0,356.0
The Child I Never Was,2002,8.0,5.0
Intermission,2003,6.4,51.0
Noi the Albino,2003,6.3,27.0
Jersey Girl,2004,5.8,333.0
The Ladykillers,2004,6.0,421.0
Never Die Alone,2004,5.7,34.0
Scooby-Doo 2: Monsters Unleashed,2004,5.4,519.0
A Foreign Affair,2003,5.8,4.0
Dogville,2003,7.6,619.0
Ned Kelly,2003,6.1,114.0
Hellboy,2004,6.5,2278.0
Home on the Range,2004,5.7,405.0
The Prince & Me,2004,5.9,286.0
Walking Tall,2004,6.0,387.0
The United States of Leland,2003,6.5,91.0
Johnson Family Vacation,2004,4.8,31.0
The Alamo,2004,5.8,108.0
Ella Enchanted,2004,5.9,454.0
The Whole Ten Yards,2004,5.5,282.0
I'm Not Scared,2003,7.1,235.0
Shade,2003,6.1,74.0
Since Otar Left,2003,5.7,13.0
Twentynine Palms,2003,5.3,20.0
The Ten Commandments,1956,7.5,358.0
Dawn of the Dead,1978,7.4,597.0
"Brother Sun, Sister Moon",1972,6.3,17.0
One Million Years B.C.,1966,5.8,48.0
Prey for Rock & Roll,2003,4.3,6.0
"Mother, Jugs & Speed",1976,5.8,12.0
Bandolero!,1968,6.2,20.0
The Slugger's Wife,1985,3.8,2.0
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,6.4,40.0
Cheaper by the Dozen,1950,6.4,25.0
Scenes from a Marriage,1973,8.3,44.0
Baby the Rain Must Fall,1965,5.3,8.0
Belles on their Toes,1952,7.1,4.0
Ned Kelly,1970,4.7,3.0
Beyond the Stars,1989,5.8,4.0
Mac,1992,3.0,5.0
The Food of the Gods,1976,4.9,29.0
Food of the Gods II,1989,5.8,8.0
Anna,1988,7.3,3.0
Road to Bali,1952,6.5,22.0
The Flying Deuces,1939,6.4,25.0
