crew,return,title,release_date,budget,revenue
Artie Mandelberg,0,Inside Out,2011-09-27,0.0,0.0
Douglas Schulze,0,Mimesis,2011-10-07,0.0,0.0
Neill Fearnley,0,Christmas in Boston,2005-12-14,0.0,0.0
Leo Tolstoy,1.2491319444444444,Anna Karenina,1935-08-30,1152000.0,1439000.0
Michael Lamont,4.88021921875,Licence to Kill,1989-07-07,32000000.0,156167015.0
Edward Lachman,0.34441615384615387,Ken Park,2002-08-31,1300000.0,447741.0
Curtis Harrington,0,Mata Hari,1985-09-05,0.0,0.0
Robert Bierman,0.3625655,Vampire's Kiss,1988-09-17,2000000.0,725131.0
Leslie Megahey,0,The Advocate,1993-09-25,0.0,667.0
Tsui Hark,0,The Lovers,1994-08-13,0.0,0.0
Todd Berger,0,The Scenesters,2009-08-31,0.0,0.0
Sharon Bridgeman,0,Van Helsing: The London Assignment,2004-05-11,0.0,0.0
Lisa Gerrard,0,Oranges and Sunshine,2010-10-08,0.0,0.0
Jane Feinberg,0,Islands in the Stream,1977-03-09,0.0,0.0
Roland Joffé,0.0,Vatel,2000-05-01,35000000.0,0.0
Richard Wherrett,0,Billy's Holiday,1995-07-26,0.0,0.0
David Keith Miller,0,Allyson Is Watching,1999-08-31,0.0,0.0
Francis Ford Coppola,1.3026882888888889,Jack,1996-08-09,45000000.0,58620973.0
Vincent Sheehan,0,The Hunter,2011-10-06,0.0,176669.0
Emmanuelle Bercot,0,Backstage,2005-11-16,0.0,0.0
Steve Barron,0,Merlin,1998-04-26,0.0,0.0
Yaroslav Chevazhevskiy,0,Kuka,2007-11-29,0.0,0.0
Aleksandr Borodyanskiy,0,Courier,1986-06-06,0.0,0.0
José Giovanni,0,Last Known Address,1970-07-25,0.0,0.0
David Chapman,0,Four Friends,1981-12-11,0.0,0.0
Avy Kaufman,3.1013087846153846,Prometheus,2012-05-30,130000000.0,403170142.0
Richard N. Gladstein,0,"Silent Night, Deadly Night 5: The Toy Maker",1991-11-06,0.0,0.0
Krishna Kumar,0,Yuddham Sei,2011-02-04,0.0,0.0
Maïwenn,0,Forgive Me,2006-11-22,0.0,0.0
Christophe Honoré,0,Man at Bath,2010-09-21,0.0,0.0
Greg Brenman,22.0,Billy Elliot,2000-05-18,5000000.0,110000000.0
Martin Campbell,6.072310931034483,GoldenEye,1995-11-16,58000000.0,352194034.0
Pierre Grimblat,0,Slogan,1969-07-27,0.0,0.0
Alan Ari Lazar,0,Purpose,2002-02-21,0.0,0.0
Philippe Mora,0.0,The Return of Captain Invincible,1983-01-01,5.0,0.0
David Blyth,0,Wound,2010-07-26,0.0,0.0
Peter Masterson,0,Convicts,1991-01-01,0.0,0.0
Fritz Lang,0,The Tiger of Eschnapur,1959-01-22,0.0,0.0
Leonid Gayday,0,Sportloto-82,1982-06-06,0.0,0.0
Philippe de Broca,0,The African,1983-10-22,0.0,0.0
Jos Stelling,0,The Flying Dutchman,1995-05-11,0.0,0.0
Shyam Ramsay,0,Dhund: The Fog,2003-02-21,0.0,0.0
Charles Van Enger,0,The Last of the Mohicans,1920-11-21,0.0,0.0
Arthur Edeson,0,Robin Hood,1922-08-18,0.0,0.0
John S. Robertson,0,Tess of the Storm Country,1922-11-12,0.0,0.0
John Ford,0,The Iron Horse,1924-08-24,0.0,0.0
Luis Llosa,0,Crime Zone,1989-03-31,0.0,0.0
Joseph W. Sarno,0,Bibi,1974-05-10,0.0,0.0
Scott Darling,0,Jitterbugs,1943-06-05,0.0,0.0
Stephanie Gorin,0,Charms For the Easy Life,2002-08-18,0.0,0.0
Sean Connery,1.861622418604651,Finding Forrester,2000-12-21,43000000.0,80049764.0
Gennadi Kazansky,0,Old Man Khottabych,1956-06-06,0.0,0.0
Cesc Gay,0,In The City,2003-11-07,0.0,0.0
Eduardo Mignogna,0,Cleopatra,2003-08-14,0.0,0.0
Hidenori Sugimori,0,Woman of Water,2002-09-12,0.0,0.0
Pablo Cedrón,0,Felicidades,2000-09-07,0.0,0.0
Joseph Merhi,0,Final Impact,1992-02-07,0.0,0.0
Robert Altman,0,Fool for Love,1985-12-06,0.0,0.0
Mario Mariani,0,"Totò, Peppino and... the Sweet Life",1961-03-23,0.0,0.0
Alexandre Desplat,0,Innocent Lies,1995-06-30,0.0,0.0
Shunya Ito,0,Female Prisoner #701: Scorpion,1972-08-01,0.0,0.0
Craig E. Serling,0,Jam,2007-07-03,0.0,0.0
Danny Rubin,0,Hear No Evil,1993-03-26,0.0,0.0
Heywood Gould,0,One Good Cop,1991-05-03,0.0,0.0
,0,Boo to You Too! Winnie the Pooh,1996-01-01,0.0,0.0
Bing Howenstein,0,The Triangle,2001-08-13,0.0,0.0
Stephen Warbeck,0,Polisse,2011-10-06,0.0,20374201.0
Philip MacDonald,0,23 Paces to Baker Street,1956-05-18,0.0,0.0
Paul Zaza,0,Bullies,1986-08-29,0.0,0.0
Camille Thomasson,0,When Love Is Not Enough: The Lois Wilson Story,2010-04-25,0.0,0.0
Stanislav Govorukhin,0,The Rifleman of the Voroshilov Regiment,1999-04-19,0.0,0.0
James Neilson,0,"Where Angels Go, Trouble Follows",1968-04-10,0.0,0.0
Akim Isker,0,La Planque,2011-09-06,0.0,0.0
Mike Newell,42.45013866666667,Four Weddings and a Funeral,1994-03-09,6000000.0,254700832.0
George Erschbamer,0,Snake Eater,1989-02-22,0.0,0.0
Curtis Bowers,0,Agenda Grinding America Down,2010-09-03,0.0,0.0
Norm Waitt,0,Tempted,2001-01-01,0.0,0.0
Alberto Grimaldi,0,Adios Sabata,1970-09-30,0.0,0.0
J.T. Tepnapa,0.0,Judas Kiss,2011-04-01,500000.0,0.0
Joe Gayton,0,Warm Summer Rain,1989-04-24,0.0,0.0
Steve Fisher,0,Flat Top,1952-10-26,0.0,0.0
Jeff Danna,0.0,Arena,2011-10-11,10000000.0,0.0
Takao Nakano,0,The Glamorous Life of Sachiko Hanai,2003-10-14,0.0,0.0
Lucien Tainguy,0,Cleopatra,1912-11-13,0.0,0.0
Ben Carré,0,The Blue Bird,1918-03-31,0.0,0.0
Irving Thalberg,0,China Seas,1935-08-16,0.0,0.0
Paul Breuls,0,Meant To Be,2010-04-24,0.0,0.0
Jane Campion,16.67142857142857,The Piano,1993-05-19,7000000.0,116700000.0
Rajkumar Santoshi,0,Ghayal,1990-06-08,0.0,0.0
Alan Silvestri,1.87660921875,Van Helsing,2004-05-05,160000000.0,300257475.0
Willard Carroll,0,Nutcracker: The Motion Picture,1986-11-26,0.0,0.0
William Shakespeare,0,Hamlet,1964-06-24,0.0,0.0
Bob Clark,0,Breaking Point,1976-06-02,0.0,0.0
Vardan Hakobyan,0.0,Platon,2008-11-28,2500000.0,0.0
Alexandra-Therese Keining,0,With Every Heartbeat,2011-07-29,0.0,0.0
Carl Lindbergh,0,Bunnyman,2011-06-20,0.0,0.0
Michel Portal,0,Yeelen,1987-01-01,0.0,0.0
Aleksandr Askoldov,0,The Commissar,1967-06-06,0.0,0.0
Charles Okun,0,Lovesick,1983-02-18,0.0,0.0
James Bonner,0.0,Trap,2007-10-27,200000.0,0.0
Mike Hodges,0.0,Black Rainbow,1989-12-05,7000000.0,0.0
Christopher Landry,0,If I Die Before I Wake,2001-04-24,0.0,0.0
Ian Corson,0,Malicious,1995-11-06,0.0,0.0
Marty Callner,0,Stevie Nicks: Live at Red Rocks,1987-05-05,0.0,0.0
Rezo Gigineishvili,0,The Heat,2006-12-28,0.0,0.0
Vitaly Mukhametzyanov,0,"Hello, We Are Your Cover!",2005-06-06,0.0,0.0
Jeremiah Campbell,0,Vampire Boys,2011-01-01,0.0,0.0
Aleksandr Proshkin,0,Cold Summer of 1953,1988-12-03,0.0,0.0
Meg Morman,0,Dear Lemon Lima,2009-10-23,0.0,0.0
Richard Rodney Bennett,0,Secret Ceremony,1968-10-23,0.0,0.0
Roger Spottiswoode,3.0273733454545453,Tomorrow Never Dies,1997-12-11,110000000.0,333011068.0
Milton Moses Ginsberg,0,Coming Apart,1969-10-26,0.0,0.0
Edmund Goulding,0,Tol'able David,1921-12-31,0.0,0.0
Hayato Ikeda,0,M.D. Geist,1986-08-13,0.0,0.0
Daniel Petrie,0,The Bay Boy,1984-09-06,0.0,0.0
Koichi Ohata,0,M.D. Geist II: Death Force,1996-03-12,0.0,0.0
Craig R. Baxley,0,Bad Day on the Block,1997-08-22,0.0,0.0
Stephen Hopkins,0,Thorne: Sleepyhead,2010-10-01,0.0,0.0
Priscilla Nedd-Friendly,2.1542262,The Darkest Hour,2011-12-22,30000000.0,64626786.0
,0,404: Error Not Found,2011-05-20,0.0,0.0
Kamilla Krogsveen,0,Totally True Love,2011-02-25,0.0,0.0
Marc Levie,0,Le festin de la mante,2004-03-10,0.0,0.0
Mark Irwin,0,Cries in the Night,1980-10-03,0.0,0.0
Cliff Broadway,0,Ringers - Lord of the Fans,2005-01-21,0.0,0.0
Rene Bastian,0,Jailbait,2004-05-03,0.0,0.0
Jonathan Miller,0,The Taming of the Shrew,1980-10-23,0.0,0.0
Andrew Cymek,0.0,Medium Raw,2010-08-06,1000000.0,0.0
Roger Corman,0,Last Woman on Earth,1960-08-05,0.0,0.0
Danièle Thompson,0,Ace of Aces,1982-10-27,0.0,0.0
John Cafiero,0,Ramones: Raw,2004-09-28,0.0,0.0
Nir Bergman,0,Intimate Grammar,2010-09-23,0.0,0.0
Rene Perez,0.0,The Dead and the Damned,2011-07-26,30000.0,0.0
William Arnold,4.69979168,American Reunion,2012-04-04,50000000.0,234989584.0
Katell Quillévéré,0.0,Love Like Poison,2010-04-08,2000000.0,0.0
Paola Mendoza,0,Entre Nos,2009-04-25,0.0,0.0
Pablo José Meza,0,Buenos Aires 100 KM,2005-02-10,0.0,0.0
Juliet Lamont,0,The Snowman,2009-11-19,0.0,0.0
,0,The Linguists,2008-01-17,0.0,0.0
Kemal Hrustanović,0,The Living and the Dead,2007-01-02,0.0,0.0
Choi Jin-won,0,Officer of the Year,2011-05-04,0.0,0.0
Fernando Barreda Luna,0,Atrocious,2010-10-15,0.0,0.0
Axel Corti,0,The King's Whore,1990-11-14,0.0,0.0
Chris Andrews,0.0,Don't Let Him In,2011-06-12,1150000.0,0.0
José Giovanni,0,Le Ruffian,1983-01-12,0.0,0.0
Ennio Flaiano,0,Time to Kill,1989-09-10,0.0,0.0
Mikhail Agranovich,0,Come Look at Me,2000-06-06,0.0,0.0
,0,Divina Confusión,2008-09-26,0.0,0.0
Nancy Nayor,1.6987456,Piranha 3DD,2012-05-11,5000000.0,8493728.0
Chris Briggs,0.0,Hostel: Part III,2011-12-27,6000000.0,0.0
Stephanie Gorin,0,Wrong Turn 4: Bloody Beginnings,2011-10-17,0.0,0.0
Kevin Phipps,2.6178483333333333,Ghost Rider: Spirit of Vengeance,2011-12-10,57000000.0,149217355.0
Ernie Barbarash,0.0,Assassination Games,2011-07-28,8000000.0,0.0
Paul W.S. Anderson,3.6947577692307694,Resident Evil: Retribution,2012-09-12,65000000.0,240159255.0
,0,My Life's in Turnaround,1994-06-17,0.0,0.0
Thomas Newman,8.842823,The Iron Lady,2011-12-30,13000000.0,114956699.0
Dan Povenmire,0,Phineas and Ferb the Movie: Across the 2nd Dimension,2011-08-05,0.0,0.0
Roland Emmerich,0,Ghost Chase,1987-06-25,0.0,0.0
Carl Bessai,0,Repeaters,2010-01-01,0.0,0.0
Reginald Mills,0,The Damned,1963-05-19,0.0,0.0
Bob Misiorowski,0,Air Panic,2002-01-22,0.0,0.0
Matthias Ehrenberg,0.0,"Lucía, Lucía",2003-01-17,2750000.0,0.0
Masaru Satô,0,I Am Waiting,1957-10-22,0.0,0.0
Masaru Satô,0,The Rusty Knife,1958-01-01,0.0,0.0
Jan Troell,0,Il Capitano: A Swedish Requiem,1991-11-15,0.0,0.0
Masanori Tsujii,0,Cruel Gun Story,1964-02-01,0.0,0.0
Shinichi Sekizawa,0,Take Aim at the Police Van,1960-01-27,0.0,0.0
Dusan Makavejev,0,Man Is Not a Bird,1965-03-06,0.0,0.0
Mark Joffe,0,Watch the Shadows Dance,1987-01-01,0.0,0.0
Lucas Belvaux,0,The Right of the Weakest,2006-07-19,0.0,0.0
Q. Allan Brocka,0,Eating Out: Drama Camp,2011-07-01,0.0,0.0
David Irving,0,Sleeping Beauty,1987-06-12,0.0,0.0
Milan Kymlička,0,Margaret's Museum,1995-09-13,0.0,0.0
Basu Chatterjee,0,Chhoti Si Baat,1975-02-14,0.0,0.0
Aleksey German,0,Trial on the Road,1971-11-06,0.0,0.0
Mark L. Lester,0,Stealing Candy,2003-05-14,0.0,0.0
Pedro del Rey,0,Robbery at 3 O'clock,1962-12-10,0.0,0.0
George Marshall,0,The Guns Of Fort Petticoat,1957-04-01,0.0,0.0
Roger Spottiswoode,0,Ice Bound - A Woman's Survival at the South Pole,2003-05-20,0.0,0.0
Ian Palmer,0,Knuckle,2011-12-09,0.0,0.0
Henry Hathaway,0,Go West Young Man,1936-11-18,0.0,0.0
Luigi Zampa,0,Hospitals:The White Mafia,1973-08-25,0.0,0.0
Isidro Ortiz,0,Fausto 5.0,2001-01-01,0.0,0.0
Patrick Doyle,0,Shipwrecked,1990-10-03,0.0,0.0
Frederick Wiseman,0,Central Park,1990-04-01,0.0,0.0
Monroe Kelly,0,Venom,2005-09-16,0.0,0.0
H. Tjut Djalil,0,Mystics in Bali,1981-01-01,0.0,0.0
Henri-Georges Clouzot,0,The Mystery of Picasso,1956-05-18,0.0,0.0
Robert De Niro,0,Mistress,1992-07-24,0.0,1102469.0
Yukio Mishima,0,Patriotism,1966-04-12,0.0,0.0
Antonio Pinto,1.2022470762398223,Perfect Stranger,2007-04-12,60795000.0,73090611.0
Otto Preminger,0,The Moon Is Blue,1953-07-08,0.0,0.0
Albert Pyun,0,Dangerously Close,1986-05-09,0.0,2390525.0
Michael A. Simpson,0,Fast Food,1989-04-28,0.0,0.0
Tony Spiridakis,0,Noise,2004-01-31,0.0,0.0
Steven Soderbergh,0.862706,We Need to Talk About Kevin,2011-09-28,7000000.0,6038942.0
Peter Hedges,0,The Odd Life of Timothy Green,2012-08-15,0.0,51854875.0
Francesca Gregorini,0,Tanner Hall,2009-09-14,0.0,0.0
Dean Cundey,1.894604911392405,Jack and Jill,2011-11-11,79000000.0,149673788.0
Tony Bill,0,Five Corners,1987-09-11,0.0,0.0
Yoshiaki Kawajiri,0,Redline,2009-08-14,0.0,0.0
Mark Rosman,0,Model Behavior,2000-03-12,0.0,0.0
Steve Boyum,0,Motocrossed,2001-02-16,0.0,0.0
Paul Hoen,0,Tru Confessions,2002-04-05,0.0,0.0
Greg Beeman,0,The Ultimate Christmas Present,2000-12-01,0.0,0.0
Michael Barnett,0,Superheroes,2011-08-08,0.0,0.0
Doug J. Meerdink,6.83056104,Cloverfield,2008-01-15,25000000.0,170764026.0
Edward Scaife,0,Sitting Target,1972-06-19,0.0,0.0
Kona Venkat,0,King,2008-12-25,0.0,0.0
,0,LOC: Kargil,2003-12-12,0.0,0.0
Clive Donner,0,Here We Go Round the Mulberry Bush,1968-01-22,0.0,0.0
Peter Suschitzky,0,Henry VIII and His Six Wives,1972-07-13,0.0,0.0
Elżbieta Kurkowska,0,"O-Bi, O-Ba: The End of Civilization",1985-06-28,0.0,0.0
Maggie Greenwald,0,The Ballad of Little Jo,1993-08-20,0.0,0.0
Dan Curtis,0.0,House of Dark Shadows,1970-09-09,750000.0,0.0
Dan Curtis,0.0,Night of Dark Shadows,1971-08-04,900000.0,0.0
Diana Ossana,0,Streets of Laredo,1995-11-12,0.0,0.0
Anthony Asquith,0,Cottage to Let,1941-09-06,0.0,0.0
René Ray,0,The Strange World of Planet X,1958-03-04,0.0,0.0
Agenore Incrocci,0,The Passionate Thief,1960-10-21,0.0,0.0
Mark L. Lester,0,Stunts,1977-06-01,0.0,0.0
Howard W. Koch,0,The Last Mile,1959-02-18,0.0,0.0
Drew Maxwell,0,The Dark Knight,2011-07-11,0.0,0.0
Shin Yoshida,0.0,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,2017928.0,0.0
Nina Brownfield-Berry,0,Boobs: An American Obsession,2010-02-09,0.0,0.0
Nagisa Ōshima,0,Pleasures of the Flesh,1965-08-29,0.0,0.0
Elliot Davis,0,The Glass Shield,1994-09-16,0.0,0.0
Gianfranco Parolini,0.0,Return of Sabata,1971-09-03,245000.0,0.0
Sander Vos,0,Black Butterflies,2011-02-06,0.0,0.0
Puneet Issar,8.461538461538462,Garv: Pride and Honour,2004-07-09,1300000.0,11000000.0
Mick Øgendahl,0,All for One,2011-02-10,0.0,0.0
Marco Bellocchio,0,Sorelle Mai,2011-03-16,0.0,0.0
Lee Kyoo-Man,0,Children...,2011-02-17,0.0,0.0
Roy Chow Hin-Yeung,0,Murderer,2009-07-09,0.0,0.0
Alfonso Santacana,0,Death of a Cyclist,1955-05-08,0.0,0.0
László Benedek,0,The Night Visitor,1971-01-01,0.0,0.0
Denis O'Neill,0,A Shot at Glory,2000-05-03,0.0,0.0
Curtis Harrington,0,Voyage to the Prehistoric Planet,1965-08-01,0.0,0.0
Igor Maslennikov,0,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,1979-02-01,0.0,0.0
Benjamin Ross,0,Thorne: Scaredycat,2010-10-01,0.0,0.0
Igor Maslennikov,0,Sherlock Holmes and Dr. Watson: Acquaintance,1979-01-01,0.0,0.0
Damon Runyon,0.0,Bloodhounds of Broadway,1989-11-03,4000000.0,0.0
Sönke Wortmann,0,Hardcover,2008-04-02,0.0,0.0
Gabriel Figueroa,0,The Big Cube,1969-04-30,0.0,0.0
Paul Osborn,0,Cry 'Havoc',1943-11-23,0.0,0.0
Sheila Jaffe,10.9873663,Ted,2012-06-29,50000000.0,549368315.0
Sarah Flack,2.73511436,Dan in Real Life,2007-10-26,25000000.0,68377859.0
Daniel A. Lomino,0,The Ghost of Flight 401,1978-02-18,0.0,0.0
Dean Tavoularis,1.10412276,Carnage,2011-09-16,25000000.0,27603069.0
Michael Reed,0,The Groundstar Conspiracy,1972-06-12,0.0,0.0
,0,Meat the Truth,2008-10-03,0.0,0.0
Trevor Rabin,2.5556602,Coach Carter,2005-01-14,30000000.0,76669806.0
Harvey Frost,0,A Grandpa for Christmas,2007-11-24,0.0,0.0
Prakash Jha,0,Aarakshan,2011-08-12,0.0,0.0
Beryl Vertue,0,Virgin Witch,1972-06-08,0.0,0.0
Walter Patriarca,0,Zombie Holocaust,1980-03-27,0.0,0.0
Howard Jackson,0,Yellowstone Kelly,1959-11-11,0.0,0.0
Gary Cooper,0,Along Came Jones,1945-07-19,0.0,0.0
Laura Imperiale,0,Nora's Will,2008-10-06,0.0,0.0
James Willcock,0,Doomsday Prophecy,2011-08-13,0.0,0.0
Timothy Bond,0,One Night Only,1986-01-06,0.0,0.0
Joe Brewster,0,The Keeper,1995-09-15,0.0,0.0
Larry Clemmons,0,Winnie the Pooh and Tigger Too,1974-09-20,0.0,0.0
Jamie Foxx,0,Thunder Soul,2010-03-13,0.0,0.0
Kouji Morimoto,0,Noiseman Sound Insect,1997-01-01,0.0,0.0
Lucio Fulci,0,Zombie Flesh Eaters,1979-08-25,0.0,0.0
Jennifer Williams,2.659325,World War Z,2013-06-20,200000000.0,531865000.0
Theodore Shapiro,1.9723060166666666,The Pirates! In an Adventure with Scientists!,2012-03-12,60000000.0,118338361.0
Mikhail Libin,0,Bobik Visiting Barbos,1977-01-01,0.0,0.0
Gale Anne Hurd,1.6575789393939393,The Punisher,2004-04-15,33000000.0,54700105.0
Boris Stepantsev,0,Karlson Returns,1970-01-01,0.0,0.0
Garri Bardin,0,A Flying Ship,1979-01-01,0.0,0.0
Vladimir Ivanovich Dal,0,The Fox and the Hare,1973-01-01,0.0,0.0
Javier Aguirresarobe,1.7969917,The Five-Year Engagement,2012-04-27,30000000.0,53909751.0
Mikhail Yanshin,0,The Night Before Christmas,1951-01-01,0.0,0.0
Dmitriy Babichenko,0,The Adventures of Buratino,1959-12-31,0.0,0.0
Alex Kendrick,34.522221,Courageous,2011-09-30,1000000.0,34522221.0
Lev Atamanov,0,The Snow Queen,1957-10-22,0.0,0.0
Eduard Nazarov,0,There Once Was a Dog,1982-01-01,0.0,0.0
Sam Pillsbury,0,The King and Queen of Moonlight Bay,2003-06-15,0.0,0.0
Tom McLoughlin,0,Odd Girl Out,2005-04-04,0.0,0.0
Charles Bennett,0,Unconquered,1947-09-24,0.0,0.0
Zhang Meng,0,The Piano in a Factory,2011-07-15,0.0,0.0
Ramiro Meneses,0,"Sex, Lies and Death",2011-01-01,0.0,0.0
Jerry Jameson,0,Safe Harbor,2009-05-30,0.0,0.0
Ulf Malmros,0,We Can Be Heroes!,2002-03-26,0.0,0.0
Philip H. Lathrop,5.0,Airport '77,1977-03-11,6000000.0,30000000.0
Peter Lauer,0,Cry Baby Lane,2000-10-28,0.0,0.0
Françoise Benoît-Fresco,0,The Bridesmaid,2004-11-17,0.0,0.0
Peter Weir,1.5530864197530865,The Last Wave,1977-01-01,810000.0,1258000.0
Jean-Jacques Zilbermann,0,Bad Spelling,2004-11-03,0.0,0.0
Guido De Angelis,0,Madman at War,1985-08-14,0.0,0.0
Marco Prince,0.0,Ruby & Quentin,2003-10-22,27440000.0,0.0
Dana Janklowicz-Mann,0,Shanghai Ghetto,2002-02-28,0.0,0.0
Harry Alan Towers,0,Marquis de Sade: Justine,1969-04-03,0.0,0.0
Lyle R. Wheeler,0,Gorilla at Large,1954-05-01,0.0,0.0
J.S. Cardone,0,True Blue,2001-11-29,0.0,0.0
Ed Decter,0.3735336444444444,Rebound,2005-07-01,45000000.0,16809014.0
Tim Burton,1.627031,Abraham Lincoln: Vampire Hunter,2012-06-20,69000000.0,112265139.0
Nicholas Hooper,0,Chimpanzee,2012-04-20,0.0,0.0
Orry-Kelly,0,Frisco Jenny,1932-12-30,0.0,0.0
Christopher Young,0,Wizards of the Lost Kingdom,1985-10-01,0.0,0.0
James Burrows,0,Partners,1982-04-30,0.0,0.0
Franz Waxman,0,Sunrise at Campobello,1960-09-28,0.0,0.0
Jacques Fieschi,0,Sade,2000-08-23,0.0,0.0
Clay A. Griffith,0.551106925,A Thousand Words,2012-03-07,40000000.0,22044277.0
David Moritz,0.0,Peeples,2013-05-09,15.0,0.0
Diane Kurys,0,I'm Staying,2003-10-01,0.0,0.0
Charles B. Griffith,0,Wizards of the Lost Kingdom II,1989-03-01,0.0,0.0
Pascal Bonitzer,0,Rien sur Robert,1999-02-24,0.0,0.0
John Magnuson,0,Lenny Bruce in 'Lenny Bruce',1967-03-19,0.0,0.0
Lawrence Bender,1.3448728666666667,Safe,2012-04-16,30000000.0,40346186.0
Arnon Milchan,0,Marley & Me: The Puppy Years,2011-06-01,0.0,0.0
Michel Legrand,0,The Ring,1996-10-20,0.0,0.0
Julien Duvivier,0,La Bandera,1935-09-25,0.0,0.0
John Hough,0,Brass Target,1978-12-22,0.0,0.0
Robert Schwentke,0,The Family Jewels,2004-01-22,0.0,0.0
Jan Fehse,0,In jeder Sekunde,2008-12-11,0.0,0.0
Dror Zahavi,0,Marcel Reich-Ranicki - Mein Leben,2009-04-10,0.0,0.0
Rick McCallum,0.8683685689655173,Red Tails,2012-01-19,58000000.0,50365377.0
Mark Kassen,0,Puncture,2011-09-23,0.0,68945.0
Rajasimha,0,Once Upon a Warrior,2011-01-14,0.0,0.0
Isshin Inudô,0,"Josee, the Tiger and the Fish",2003-12-13,0.0,0.0
Ann Hui,0,Boat People,1982-10-13,0.0,0.0
Jerry Goldsmith,0,The Last Run,1971-07-07,0.0,0.0
Blake Edwards,0,The Carey Treatment,1972-03-29,0.0,0.0
Earl Bellamy,0,Walking Tall Part II,1975-09-28,0.0,0.0
Bruce Geller,0,Harry in Your Pocket,1973-09-23,0.0,0.0
Joachim Lafosse,0,Private Lessons,2008-02-04,0.0,0.0
André De Toth,0,Thunder Over the Plains,1953-10-27,0.0,0.0
André De Toth,0,Carson City,1952-06-13,0.0,0.0
Lamar Trotti,0,Belle Starr,1941-09-12,0.0,0.0
Edwin L. Marin,0,Fort Worth,1951-07-14,0.0,0.0
Michael Mann,0,Texas Killing Fields,2011-10-14,0.0,957240.0
Jan Komasa,0,@Suicide Room,2011-03-04,0.0,0.0
Max Steiner,0,Lightning Strikes Twice,1951-04-12,0.0,0.0
Jean-François Lepetit,0,Poetical Refugee,2000-09-04,0.0,0.0
Seth Bass,0,The Twilight of the Golds,1996-03-22,0.0,0.0
Jennifer Baichwal,0,The True Meaning of Pictures: Shelby Lee Adams' Appalachia,2002-09-07,0.0,0.0
Matt Groening,0,Futurama: Bender's Big Score,2007-11-27,0.0,0.0
Kiyoshi Kurosawa,0,Charisma,1999-11-10,0.0,0.0
Maximilian Schell,0,End of the Game,1975-08-31,0.0,0.0
Carl Mayer,0,The Blue Light,1932-03-24,0.0,0.0
Fumihiko Sori,0,Tomorrow's Joe,2011-02-11,0.0,0.0
Sean S. Cunningham,0,The New Kids,1985-01-18,0.0,0.0
Aram Rappaport,0.0,Syrup,2013-06-07,6000000.0,0.0
Milton Carruth,0,The Lost Moment,1947-11-21,0.0,0.0
Michael Bostick,4.50244,Journey 2: The Mysterious Island,2012-01-19,79000000.0,355692760.0
Joseph Cedar,0,Footnote,2011-05-25,0.0,0.0
Patricio Guzmán,0,Salvador Allende,2004-09-08,0.0,0.0
Ragnar Bragason,0,Children,2006-09-09,0.0,0.0
Rhett Reese,2.860586753846154,G.I. Joe: Retaliation,2013-03-26,130000000.0,371876278.0
Marcos Paulo,0,Federal Bank Heist,2011-07-22,0.0,0.0
Rogier Stoffers,6.537152333333333,The Vow,2012-02-05,30000000.0,196114570.0
Terri Taylor,41.1407636,Paranormal Activity 3,2011-10-19,5000000.0,205703818.0
Joel Cox,0,Death Valley,1982-05-07,0.0,0.0
Jeff Alexander,0,Why Man Creates,1968-09-24,0.0,0.0
Harald Sicheritz,0,3nity,2010-10-21,0.0,0.0
Masahiro Takada,0,Honey and Clover,2006-07-22,0.0,0.0
Friðrik Þór Friðriksson,0,Movie Days,1994-06-30,0.0,0.0
John Ford,0,Up the River,1930-10-12,0.0,0.0
Louis R. Loeffler,0,Doctor Bull,1933-09-22,0.0,0.0
John Ford,0,Steamboat Round the Bend,1935-09-06,0.0,0.0
Viktor Titov,0,"Hello, I'm Your Aunt!",1975-12-26,0.0,0.0
John Ford,0,What Price Glory,1952-08-22,0.0,0.0
Boris Vasilev,0,"One-Two, Soldiers Were Going...",1976-06-06,0.0,0.0
Gustav Wiklund,0,Exposed,1971-08-23,0.0,0.0
William Keighley,0,The Fighting 69th,1940-01-27,0.0,0.0
Robert Parrish,0,The Marseille Contract,1974-09-04,0.0,0.0
Walt Disney,0.0,The Old Mill,1937-11-05,50663.0,0.0
Greg Derochie,0,Solitary,2009-03-29,0.0,0.0
Byron 'Buzz' Brandt,0,Devil Times Five,1974-05-31,0.0,0.0
Law Wing-cheong,0,Punished,2011-05-05,0.0,0.0
Ragnar Bragason,0,Parents,2007-01-19,0.0,0.0
Jacques Deray,0,The Loner,1987-03-18,0.0,0.0
Daniel Ribeiro,0,I Don't Want to Go Back Alone,2010-07-18,0.0,0.0
Gísli Snær Erlingsson,0,Ikingut,2000-01-01,0.0,0.0
Igor Voloshin,0.1365685,Nirvana,2008-07-03,2000000.0,273137.0
Edmond Séchan,0,The Vultures,1984-03-28,0.0,0.0
Pieter Kuijpers,0,TBS,2008-01-31,0.0,0.0
Pascal Rémy,0,Henry,2010-03-31,0.0,0.0
James Horner,0,Space Raiders,1983-07-01,0.0,0.0
William Witney,0,Master of the World,1961-05-01,0.0,0.0
Robert Zemeckis,1.0575108387096774,Matchstick Men,2003-09-01,62000000.0,65565672.0
Murilo Salles,0,Camila Jam,2008-07-18,0.0,0.0
